1403715541062142976,1.20754,-0.60336,0.24813,-0.37941,0.62123,0.57278,0.37688,0.98409,0.60068,0.20543,-0.00230,0.01872,0.07578,-0.04604,0.02320,-0.00648,
1403715541162142976,1.31651,-0.54073,0.26572,-0.38150,0.61842,0.57265,0.37958,0.99613,0.68098,0.17270,-0.00255,0.01870,0.07589,-0.05259,0.03132,-0.01739,
1403715541262142976,1.41684,-0.46582,0.28178,-0.40003,0.61955,0.56050,0.37679,1.03525,0.76128,0.18003,-0.00261,0.01864,0.07603,-0.05410,0.03447,-0.02121,
1403715541362142976,1.52456,-0.38462,0.30019,-0.40832,0.61538,0.55310,0.38557,1.09557,0.79526,0.16790,-0.00252,0.01876,0.07631,-0.05911,0.03916,-0.02400,
1403715541462142976,1.63725,-0.29796,0.31093,-0.40146,0.61105,0.55786,0.39275,1.12790,0.81250,0.09923,-0.00241,0.01882,0.07635,-0.06510,0.05244,-0.03979,
1403715541562142976,1.75371,-0.20551,0.31649,-0.38836,0.61158,0.56842,0.38993,1.13743,0.86337,0.08158,-0.00229,0.01882,0.07626,-0.07629,0.07305,-0.07099,
1403715541662142976,1.86577,-0.10415,0.32185,-0.37927,0.61097,0.57769,0.38618,1.12255,0.93007,0.10139,-0.00229,0.01883,0.07611,-0.08836,0.10658,-0.10248,
1403715541762142976,1.97814,0.01150,0.32978,-0.37079,0.59968,0.58789,0.39658,1.08487,1.05067,0.12473,-0.00227,0.01893,0.07593,-0.09737,0.14460,-0.12874,
1403715541862142976,2.07232,0.13966,0.33135,-0.36627,0.58029,0.59731,0.41512,0.97888,1.13874,0.13836,-0.00239,0.01923,0.07600,-0.08996,0.20057,-0.13388,
1403715541962142976,2.14366,0.28750,0.32480,-0.36770,0.56004,0.60906,0.42450,0.80990,1.20781,0.09879,-0.00264,0.01982,0.07589,-0.07315,0.29868,-0.12254,
1403715542062142976,2.19188,0.44838,0.31312,-0.37528,0.53790,0.62312,0.42609,0.58723,1.25013,0.08573,-0.00282,0.02023,0.07586,-0.05694,0.41519,-0.11068,
1403715542162142976,2.22670,0.60284,0.30423,-0.39655,0.51435,0.63048,0.42507,0.37655,1.23401,0.08066,-0.00299,0.02012,0.07579,-0.04788,0.51488,-0.10925,
1403715542262142976,2.23931,0.74731,0.29773,-0.42667,0.49126,0.63366,0.41844,0.17778,1.16554,0.08815,-0.00309,0.02012,0.07570,-0.03973,0.60377,-0.11044,
1403715542362142976,2.25297,0.85484,0.31766,-0.45522,0.47524,0.63212,0.40907,0.00921,1.05493,0.11980,-0.00303,0.02004,0.07562,-0.05649,0.57828,-0.13958,
1403715542462142976,2.27589,0.89539,0.37609,-0.48343,0.46462,0.62190,0.40455,-0.08611,0.89799,0.19877,-0.00270,0.01973,0.07527,-0.10877,0.40691,-0.22175,
1403715542562142976,2.27994,0.97765,0.39253,0.50741,-0.45461,-0.62046,-0.38845,-0.10527,0.76278,0.16957,-0.00272,0.01974,0.07527,-0.09762,0.38021,-0.19438,
1403715542662142976,2.28592,1.04697,0.37537,0.50617,-0.45633,-0.63250,-0.36811,-0.08134,0.62256,0.09372,-0.00268,0.01987,0.07527,-0.02519,0.36944,-0.03454,
1403715542762142976,2.31286,1.09052,0.35837,-0.49755,0.46316,0.64059,0.35717,-0.05526,0.52089,0.03433,-0.00275,0.01983,0.07530,0.04676,0.30645,0.12897,
1403715542862142976,2.34162,1.12502,0.36218,-0.48603,0.46796,0.64796,0.35348,-0.03781,0.43614,-0.02065,-0.00282,0.01960,0.07549,0.05536,0.21162,0.15475,
1403715542962142976,2.36295,1.16586,0.36235,-0.48205,0.47479,0.64914,0.34759,-0.02961,0.37954,-0.08759,-0.00293,0.01945,0.07556,0.05336,0.13895,0.15208,
1403715543062142976,2.38227,1.19554,0.35791,-0.48294,0.48185,0.64472,0.34485,-0.00743,0.33866,-0.14384,-0.00270,0.01941,0.07564,0.04946,0.07075,0.14717,
1403715543162142976,2.39444,1.22837,0.34500,-0.48492,0.48502,0.64033,0.34581,0.02861,0.30278,-0.16946,-0.00276,0.01910,0.07572,0.04313,0.02888,0.12880,
1403715543262142976,2.40050,1.25588,0.33665,-0.48961,0.48625,0.63414,0.34887,0.06077,0.24629,-0.17761,-0.00249,0.01931,0.07571,0.03005,0.01315,0.10201,
1403715543362142976,2.40968,1.27633,0.32527,-0.49067,0.48793,0.63067,0.35131,0.10999,0.18164,-0.16942,-0.00229,0.01949,0.07574,0.02304,0.00367,0.08750,
1403715543462142976,2.42307,1.29941,0.31315,-0.48892,0.48568,0.63040,0.35730,0.14806,0.12122,-0.15706,-0.00229,0.01948,0.07574,0.01278,0.00668,0.06555,
1403715543562142976,2.43637,1.30655,0.30038,-0.48663,0.48192,0.63046,0.36533,0.17423,0.05389,-0.14707,-0.00219,0.01958,0.07578,0.00996,0.01062,0.06100,
1403715543662142976,2.45200,1.30597,0.28821,-0.48915,0.47401,0.62752,0.37717,0.20142,-0.04385,-0.16008,-0.00214,0.01977,0.07588,0.00773,0.01628,0.05719,
1403715543762142976,2.47220,1.29743,0.27411,-0.48547,0.46653,0.62439,0.39600,0.22056,-0.15891,-0.18038,-0.00215,0.01983,0.07594,0.00166,0.02004,0.04458,
1403715543862142976,2.49231,1.27500,0.25533,-0.47287,0.46462,0.62117,0.41793,0.20197,-0.29620,-0.21789,-0.00219,0.01986,0.07601,-0.00087,0.02257,0.03847,
