1413394902505760512,-0.66741,-1.65850,0.25653,0.60787,0.27427,-0.71693,0.20316,0.51077,-1.05539,-0.09965,-0.00155,0.02461,0.08051,-0.01493,0.08283,0.03801,
1413394902605760512,-0.60977,-1.75843,0.24642,0.59367,0.26777,-0.71933,0.24172,0.63742,-0.92997,-0.10542,-0.00155,0.02461,0.08051,-0.01492,0.08283,0.03802,
1413394902705760512,-0.54483,-1.84424,0.23780,0.57225,0.25799,-0.72897,0.27308,0.64883,-0.77373,-0.05901,-0.00155,0.02461,0.08051,-0.01492,0.08283,0.03803,
1413394902805760256,-0.47909,-1.91173,0.23208,0.55308,0.24976,-0.73930,0.29181,0.63438,-0.58544,-0.03812,-0.00155,0.02461,0.08051,-0.01491,0.08283,0.03804,
1413394902905760512,-0.41850,-1.95931,0.22811,0.54086,0.25205,-0.74905,0.28786,0.57572,-0.38277,-0.05269,-0.00155,0.02461,0.08051,-0.01491,0.08282,0.03805,
1413394903055760384,-0.33997,-2.00045,0.20995,0.53453,0.25492,-0.75993,0.26793,0.47122,-0.16821,-0.21641,-0.00155,0.02461,0.08051,-0.01491,0.08282,0.03806,
1413394903255760384,-0.25753,-2.01318,0.14139,0.50241,0.23282,-0.79692,0.24145,0.30989,0.01338,-0.44844,-0.00155,0.02461,0.08051,-0.01490,0.08281,0.03808,
1413394903455760384,-0.22533,-1.99749,0.06428,0.52357,0.21088,-0.80165,0.19688,0.03496,0.11586,-0.27980,-0.00155,0.02461,0.08051,-0.01489,0.08281,0.03809,
1413394903605760512,-0.22967,-1.97767,0.03777,0.55113,0.19951,-0.79094,0.17565,-0.07466,0.15442,-0.07957,-0.00155,0.02461,0.08051,-0.01488,0.08281,0.03810,
1413394903705760512,-0.23779,-1.96076,0.03889,0.56216,0.19772,-0.78625,0.16335,-0.09368,0.17891,0.08842,-0.00155,0.02461,0.08051,-0.01488,0.08280,0.03811,
1413394903805760256,-0.24663,-1.94257,0.05569,0.56721,0.19990,-0.78443,0.15161,-0.07421,0.18416,0.21769,-0.00155,0.02461,0.08051,-0.01488,0.08280,0.03812,
1413394903905760512,-0.25375,-1.92422,0.07902,0.56954,0.20877,-0.78368,0.13371,-0.05842,0.17961,0.20070,-0.00155,0.02461,0.08051,-0.01487,0.08280,0.03813,
1413394904005760512,-0.25730,-1.90701,0.09409,0.56895,0.20382,-0.78733,0.12187,-0.03190,0.14681,0.08692,-0.00155,0.02461,0.08051,-0.01487,0.08279,0.03813,
1413394904105760512,-0.25984,-1.89247,0.09820,0.56057,0.17949,-0.79934,0.12079,-0.02451,0.13371,-0.00330,-0.00155,0.02461,0.08051,-0.01486,0.08279,0.03814,
1413394904205760512,-0.26340,-1.87889,0.09264,0.54902,0.14817,-0.81438,0.11585,-0.05842,0.13149,-0.09312,-0.00155,0.02461,0.08051,-0.01486,0.08279,0.03815,
1413394904305760256,-0.27254,-1.86506,0.07839,0.53717,0.11757,-0.82930,0.09952,-0.13055,0.14993,-0.18806,-0.00155,0.02461,0.08051,-0.01486,0.08279,0.03816,
